ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
8.28,127.39,255.14,2.91,5.6,157.76,0.26,21.99,0.14,1.0
7.51,351.79,471.92,2.88,6.38,347.46,0.29,52.98,0.72,1.0
7.75,126.14,315.96,1.04,55.39,245.22,0.91,10.41,0.88,1.0
6.02,283.35,527.91,2.38,64.3,340.52,0.09,29.72,0.28,1.0
5.46,105.43,222.53,1.27,41.15,133.09,0.06,28.55,0.42,
6.25,47.38,80.28,2.6,6.84,66.12,0.99,37.38,1.79,1.0
7.02,336.91,584.1,2.04,94.06,372.72,4.01,36.61,0.94,1.0
7.86,91.82,277.3,2.88,36.05,157.12,0.66,36.74,0.29,1.0
5.53,186.6,344.31,4.38,71.08,249.43,0.53,73.68,10.03,
8.67,323.19,546.95,1.97,,379.85,2.94,31.48,0.77,1.0
7.54,24.76,93.61,0.9,98.05,63.96,0.28,17.5,0.01,1.0
8.49,285.8,419.1,0.37,22.61,247.16,0.28,3.75,0.44,1.0
6.69,155.18,182.02,1.1,103.79,93.72,2.36,32.85,2.08,1.0
7.8,160.22,273.57,3.07,74.51,179.96,1.04,64.71,1.47,1.0
7.47,200.2,314.46,2.48,,194.4,0.06,15.23,0.89,1.0
8.05,10.0,10.0,2.23,59.82,5.0,1.12,42.72,9.03,
7.21,65.48,144.23,2.38,116.26,114.19,1.71,24.92,2.56,
7.78,392.37,570.21,2.72,26.08,385.3,0.32,45.89,0.47,1.0
8.28,265.17,477.24,0.44,116.33,337.77,0.48,,0.13,1.0
6.88,135.62,287.47,2.99,65.43,167.04,0.22,48.83,0.56,1.0
7.59,323.06,348.62,2.39,103.61,219.74,1.0,27.48,11.33,
5.89,235.64,241.15,0.56,56.38,171.93,1.09,3.8,0.06,
7.96,366.17,571.32,2.34,45.04,380.32,0.07,30.71,1.24,1.0
8.96,212.9,259.93,0.7,123.49,199.6,1.13,3.12,1.26,1.0
6.4,96.52,346.37,2.51,78.86,233.55,1.07,30.58,0.01,1.0
7.33,278.15,529.21,2.12,40.59,380.95,0.04,27.82,1.15,1.0
8.1,63.22,144.53,0.99,66.96,104.74,0.81,13.32,1.47,1.0
7.43,355.26,611.76,2.41,27.41,418.89,0.95,39.43,0.02,1.0
7.53,10.0,10.0,2.81,54.32,5.0,0.56,60.74,0.17,1.0
7.09,248.06,625.93,1.43,97.82,407.14,2.32,11.93,0.23,1.0
7.06,154.58,225.46,2.78,43.53,164.77,0.4,43.0,0.21,1.0
7.33,178.06,251.46,1.72,15.02,195.71,0.07,33.55,0.71,
7.43,86.09,10.0,2.87,11.32,21.08,1.11,36.03,0.22,1.0
6.45,86.01,209.04,1.9,52.94,134.21,0.93,5.99,1.57,1.0
7.35,11.72,92.04,3.17,17.7,87.37,4.52,28.5,2.65,1.0
8.65,10.0,178.47,1.09,,72.17,0.26,,0.19,1.0
7.06,148.84,272.54,1.12,2.06,148.7,0.5,32.13,0.36,1.0
6.41,339.99,491.56,1.21,97.0,333.15,0.62,24.32,0.41,1.0
7.28,174.32,341.52,2.13,44.31,222.27,1.98,39.46,0.43,1.0
6.83,324.09,361.54,1.85,52.31,247.11,0.54,37.53,0.23,1.0
6.33,35.71,80.9,2.29,11.34,53.87,1.48,28.54,0.09,1.0
7.51,81.66,123.85,0.84,26.74,91.92,0.17,35.57,0.03,1.0
6.83,327.69,659.75,1.28,25.45,412.55,0.53,22.59,0.06,1.0
6.9,106.14,152.96,3.27,38.93,110.83,0.17,48.33,1.16,1.0
7.52,279.78,631.24,2.37,,430.2,2.99,46.67,0.16,1.0
6.17,185.52,251.39,2.62,93.59,187.81,0.2,46.03,9.36,
6.01,216.5,300.46,1.74,49.34,235.57,0.54,39.52,0.49,1.0
7.94,376.41,514.07,2.29,58.08,339.03,0.09,48.36,0.04,1.0
5.86,281.63,554.38,1.53,86.57,365.82,2.54,19.34,0.04,
4.35,174.73,277.84,0.15,83.51,150.13,0.98,4.12,0.49,1.0
5.96,161.6,222.35,3.04,27.0,133.9,3.28,36.44,0.45,
7.01,195.4,288.82,2.18,74.18,183.87,0.04,16.45,0.02,1.0
7.74,177.29,367.59,1.27,73.77,259.94,0.19,27.39,0.31,1.0
7.49,167.36,478.26,2.0,62.64,298.65,0.48,39.59,0.29,1.0
4.89,197.86,300.85,1.53,92.44,211.48,0.97,3.19,0.4,
8.27,246.64,423.78,3.5,81.98,275.42,0.4,45.3,0.67,1.0
6.66,348.27,627.67,2.67,79.09,404.44,1.24,40.63,0.17,1.0
6.44,263.95,376.26,0.85,104.61,249.55,0.18,14.3,0.28,1.0
9.57,215.15,362.33,0.72,51.15,227.69,0.92,31.2,0.79,
8.25,10.0,10.0,2.25,52.31,5.0,0.51,27.49,1.28,1.0
7.87,10.0,10.0,2.13,82.77,5.0,0.71,30.3,1.11,1.0
7.46,170.16,377.68,2.52,42.86,240.53,0.84,44.27,6.37,
7.62,288.27,281.04,1.86,69.26,173.07,0.06,24.35,0.37,1.0
6.21,154.36,197.04,1.35,27.6,117.76,2.58,15.24,0.38,1.0
7.53,218.65,348.71,2.51,,235.0,1.54,31.77,1.02,1.0
7.46,163.67,287.92,2.59,73.91,200.32,0.58,41.24,0.92,1.0
6.68,302.96,525.56,3.26,,346.26,0.79,47.11,8.12,
3.02,248.69,317.22,2.73,22.04,226.1,0.03,47.84,0.09,
8.61,65.84,150.62,1.16,82.8,109.41,0.69,21.02,0.24,1.0
7.3,327.67,498.03,2.26,83.27,317.82,0.56,4.69,0.17,1.0
9.06,136.52,256.57,1.71,97.01,157.52,0.47,8.2,1.51,
6.01,340.19,405.31,1.05,,269.71,1.69,10.82,0.15,1.0
6.98,159.83,204.52,0.21,61.84,144.41,0.2,12.97,0.1,1.0
6.16,164.3,170.03,4.25,39.69,138.48,0.19,57.2,1.15,
6.43,160.88,316.83,1.44,89.53,229.77,0.74,25.36,0.05,1.0
6.74,234.45,302.57,1.87,109.05,185.84,1.16,34.09,0.15,1.0
7.65,221.95,395.97,2.22,,255.34,0.02,38.7,0.29,1.0
7.61,153.26,246.27,2.11,50.64,173.5,0.79,26.2,0.45,1.0
6.86,87.75,10.0,,83.31,27.86,0.35,,0.2,1.0
5.62,75.93,213.45,1.83,36.48,157.52,1.41,14.39,0.34,
8.58,285.42,458.76,3.77,119.83,296.92,0.63,86.28,0.11,1.0
7.17,166.22,240.52,1.79,33.94,131.26,1.8,31.38,0.43,1.0
6.51,176.43,250.72,3.64,37.99,142.99,0.51,72.93,0.26,1.0
7.62,275.83,497.28,2.03,7.07,328.68,1.75,22.14,0.95,1.0
7.56,198.88,157.61,1.65,56.16,109.29,1.26,37.22,0.27,1.0
7.14,10.0,10.0,2.14,,5.0,1.76,27.4,0.29,1.0
7.52,233.67,267.87,2.04,40.09,175.01,1.67,30.27,14.6,
6.48,182.65,203.17,2.02,100.76,144.68,0.67,27.37,0.07,1.0
8.01,159.09,106.75,1.42,,46.36,0.46,12.47,0.09,1.0
6.6,79.54,264.92,0.64,,194.3,1.45,0.9,0.78,
6.92,195.54,398.3,2.56,94.65,251.35,0.45,38.03,0.16,1.0
7.92,253.48,298.14,2.09,100.07,218.94,0.09,25.55,8.35,
8.36,122.99,361.4,3.66,,224.24,1.96,56.23,0.05,1.0
8.67,317.29,662.68,1.97,119.31,410.21,0.51,21.12,0.86,1.0
4.24,114.44,231.42,0.49,67.3,141.26,0.14,14.37,2.22,
7.14,223.0,355.67,2.32,91.95,229.28,1.04,30.24,0.23,1.0
6.17,198.51,198.16,2.08,18.33,121.03,2.21,47.51,14.72,
8.52,69.17,130.73,1.57,109.56,80.65,1.97,23.03,0.29,1.0
8.5,79.4,183.02,2.62,39.28,125.64,0.81,38.25,1.12,1.0
6.86,138.12,204.25,2.5,37.52,129.34,0.09,53.5,,1.0
8.14,246.62,371.9,0.8,69.3,240.41,1.19,7.09,0.53,1.0
7.13,483.95,769.82,1.53,34.32,466.2,0.94,18.91,6.5,1.0
8.6,85.18,156.79,3.09,,109.75,0.24,39.41,0.24,1.0
6.99,32.25,216.67,1.02,55.27,139.05,2.31,17.35,0.12,1.0
4.84,126.54,287.38,1.83,37.27,219.0,0.09,20.06,0.14,
8.03,298.51,379.16,2.23,19.28,227.66,0.47,41.17,0.81,1.0
8.84,220.98,352.71,0.85,99.62,193.1,0.1,12.23,0.03,1.0
7.03,317.97,556.82,1.9,145.69,374.29,2.43,36.91,0.41,1.0
7.72,61.91,10.0,1.87,13.23,13.43,0.04,35.29,0.18,1.0
6.62,10.0,10.0,1.68,57.9,5.0,0.55,20.02,0.15,1.0
8.08,109.23,200.82,0.47,34.06,99.94,1.98,,0.35,1.0
8.12,318.56,519.46,2.0,141.54,368.4,0.29,26.71,1.14,1.0
4.96,10.0,10.0,1.38,69.67,34.78,0.11,20.81,0.48,
7.79,11.04,10.0,3.07,87.08,5.0,0.14,49.33,0.78,1.0
7.98,239.16,414.24,2.42,97.27,260.09,0.52,40.69,0.46,1.0
7.02,139.27,348.73,1.22,55.21,259.96,0.56,18.03,0.6,1.0
7.83,58.25,81.96,1.6,42.54,43.75,1.27,17.26,0.28,1.0
3.4,10.0,102.89,2.13,110.76,57.07,0.27,26.01,1.3,
7.49,71.91,106.05,1.6,81.12,63.28,1.21,29.23,5.63,
7.54,261.97,322.11,0.48,16.16,186.95,6.88,0.77,0.4,
7.12,90.79,174.74,2.29,21.03,79.48,2.0,39.99,0.37,1.0
4.05,180.71,398.81,2.53,34.41,280.28,1.01,43.82,0.19,
7.1,10.0,10.0,2.74,96.37,5.0,2.81,56.45,0.13,1.0
7.1,35.58,128.63,2.94,108.94,88.55,4.72,39.27,17.92,1.0
8.26,74.6,74.79,1.17,136.07,66.34,0.84,14.32,0.63,1.0
7.54,141.84,248.73,2.78,21.65,132.65,0.32,18.64,0.17,1.0
7.68,200.92,192.39,0.86,55.61,106.57,2.46,3.44,0.25,1.0
6.23,333.89,459.57,2.36,33.99,322.98,1.86,25.8,1.26,1.0
7.74,10.0,10.0,1.29,42.71,17.16,0.09,24.43,0.42,1.0
7.82,221.24,309.1,2.42,87.2,188.57,2.75,54.35,0.05,1.0
4.05,227.34,411.67,0.49,48.16,291.63,0.46,13.19,0.8,
9.07,404.5,671.33,2.54,102.63,460.49,0.39,48.05,0.15,
5.57,104.12,203.65,1.21,29.35,137.75,0.42,11.09,0.4,
8.03,257.26,364.89,2.48,79.66,219.18,0.39,25.26,0.36,1.0
7.97,77.65,10.0,2.37,32.29,5.0,0.73,33.17,0.14,1.0
3.26,45.93,10.0,2.39,,12.23,0.87,29.54,0.06,
7.54,327.47,468.95,2.05,9.14,301.05,0.55,22.1,0.12,1.0
7.84,225.48,298.89,0.83,54.97,213.06,0.53,14.68,0.05,1.0
8.09,348.98,535.7,3.49,126.86,317.61,1.34,40.5,0.16,1.0
6.82,10.0,25.32,1.87,31.62,5.0,,36.32,16.4,
7.64,327.44,403.98,1.87,43.23,266.2,2.94,24.02,0.26,1.0
7.25,494.48,673.76,3.38,69.59,428.12,1.25,50.32,1.0,1.0
6.52,218.67,383.94,1.11,26.02,237.02,1.23,17.66,0.4,1.0
7.97,194.65,355.32,1.95,30.65,195.59,0.55,24.62,14.99,
6.95,211.65,301.71,2.17,52.88,196.5,3.38,45.2,0.09,1.0
6.2,33.54,10.0,1.77,32.54,5.44,,10.47,0.16,1.0
6.97,332.57,571.11,2.27,,384.29,0.08,46.93,0.36,1.0
6.76,44.2,177.83,1.42,23.99,116.97,1.63,17.81,1.06,1.0
8.22,255.82,400.9,1.93,74.6,257.93,1.34,38.18,0.02,1.0
7.52,33.57,10.0,2.13,75.84,30.04,0.32,33.98,0.35,1.0
8.51,74.76,64.11,3.37,103.45,15.42,0.9,59.01,5.46,
6.87,369.68,587.02,3.66,100.22,392.29,0.76,53.66,0.31,1.0
8.1,124.77,230.54,2.17,13.99,116.43,0.75,34.93,0.5,1.0
9.67,404.09,590.66,3.2,20.18,367.16,0.91,58.97,0.68,
7.68,173.9,284.35,1.27,21.95,160.58,5.07,20.08,0.07,1.0
8.09,10.0,10.0,4.25,43.92,22.14,4.37,77.07,0.09,
7.95,278.02,478.41,1.76,25.07,309.66,4.0,29.85,0.32,1.0
6.26,21.91,182.02,1.97,43.02,118.04,0.8,22.18,3.12,1.0
7.87,254.73,439.74,2.53,15.11,263.69,0.38,34.43,0.22,1.0
7.65,217.45,305.04,2.85,81.38,192.28,0.82,51.67,0.28,1.0
7.19,22.99,10.0,1.83,12.08,5.0,0.97,15.03,8.59,
6.69,275.75,332.86,,10.1,224.03,0.37,7.93,0.04,1.0
7.96,430.4,739.24,2.66,70.81,460.69,1.0,36.18,0.74,1.0
6.62,263.52,398.6,1.09,78.89,285.68,0.97,3.45,0.15,1.0
9.11,212.73,288.5,2.77,41.0,154.01,2.34,43.69,0.61,
7.49,426.18,515.07,2.75,84.76,318.66,0.27,34.28,0.32,1.0
6.42,212.52,342.13,2.19,81.87,255.93,1.2,27.17,17.18,
6.99,152.93,341.91,2.9,125.97,213.54,0.6,37.31,7.17,
7.18,91.4,81.67,1.51,79.32,26.79,0.14,23.79,1.1,1.0
9.33,301.35,346.77,3.37,118.29,229.78,0.38,46.72,0.14,
6.69,288.13,507.09,2.16,52.48,320.1,0.06,36.35,0.55,1.0
7.31,121.73,132.79,1.81,105.99,69.59,0.38,37.34,0.8,1.0
6.97,412.38,584.9,3.14,106.83,358.27,0.07,52.54,0.39,1.0
7.8,219.85,281.66,1.33,44.3,238.45,2.6,38.08,0.21,1.0
6.98,79.75,122.45,,22.46,74.56,0.11,20.51,17.19,
6.49,264.79,499.53,0.75,29.49,286.18,1.7,8.38,0.16,1.0
4.11,141.52,242.64,3.44,66.6,187.59,2.37,40.0,1.48,
7.16,294.07,451.9,2.25,4.01,305.96,0.63,30.86,0.08,1.0
6.93,190.4,241.65,2.17,31.85,141.74,0.06,33.74,0.25,1.0
6.97,189.52,288.03,2.91,97.89,168.56,0.91,65.92,0.07,1.0
8.35,220.23,398.71,2.3,76.67,272.63,0.27,30.69,,1.0
7.14,242.68,358.18,1.72,,227.88,0.19,28.65,0.15,1.0
6.49,49.0,10.0,1.56,,5.0,0.84,16.61,0.05,1.0
7.03,64.43,75.75,0.82,136.36,84.98,0.44,8.9,2.15,1.0
7.44,249.72,485.88,0.93,97.18,307.14,1.31,1.85,0.72,1.0
6.33,155.07,273.57,2.17,26.68,207.73,0.89,17.99,,1.0
8.7,164.54,195.25,1.84,,152.48,1.77,41.27,0.13,1.0
8.09,10.0,28.29,2.49,0.02,5.0,0.06,47.98,0.55,1.0
8.54,10.0,84.05,1.91,70.37,75.3,0.27,25.02,0.25,1.0
7.71,81.4,10.0,0.94,129.08,5.0,0.84,24.67,0.89,
5.73,193.42,279.74,2.25,126.53,144.5,2.12,20.62,0.35,
8.63,138.52,180.31,2.19,,108.71,1.68,31.05,0.53,1.0
6.71,10.17,106.68,2.02,38.17,77.3,1.14,32.0,0.45,1.0
6.77,208.7,286.38,2.16,15.72,176.89,0.85,45.02,0.51,
7.53,237.44,372.79,3.97,55.48,236.18,1.0,61.46,0.13,1.0
8.5,351.97,718.64,0.81,,489.99,0.24,17.57,0.23,1.0
8.24,77.21,10.0,1.04,28.17,8.63,0.9,10.94,0.03,1.0
8.13,327.06,531.88,0.3,15.31,328.85,0.68,7.11,0.44,1.0
7.15,276.97,494.62,2.09,70.94,335.54,0.49,44.03,13.76,
7.14,67.61,144.18,0.06,29.41,97.67,2.19,,0.72,1.0
7.68,103.63,340.65,2.22,35.15,170.99,1.77,44.72,0.12,1.0
7.3,154.75,208.47,1.94,70.44,144.07,0.08,27.06,0.29,1.0
8.11,215.38,337.14,1.43,115.7,226.98,4.25,7.33,0.1,1.0
8.06,351.39,601.83,2.47,134.63,391.59,0.26,34.41,0.48,1.0
7.87,316.6,421.12,2.3,68.24,291.56,0.24,47.35,0.94,1.0
5.38,171.84,401.72,3.61,46.46,247.67,2.88,49.25,0.73,
7.5,98.52,213.94,2.61,102.65,145.79,0.59,42.19,1.44,1.0
7.31,10.0,10.0,1.94,96.69,5.0,1.64,12.92,1.78,1.0
5.02,141.04,258.31,,85.27,176.04,0.34,,0.74,
6.8,328.17,541.32,2.93,,390.92,2.06,33.18,0.17,1.0
6.34,27.5,10.0,2.94,98.33,5.0,1.79,54.19,0.12,1.0
7.77,36.04,88.98,3.32,64.33,42.64,0.73,49.35,0.3,1.0
7.11,151.28,325.25,,14.25,197.21,1.22,11.0,2.55,1.0
7.86,146.14,103.07,2.21,23.12,69.59,3.33,44.66,0.27,1.0
6.86,205.48,141.5,2.66,73.28,70.71,0.6,32.3,0.11,1.0
8.53,136.33,215.28,3.2,,148.36,0.68,63.69,1.44,1.0
8.2,10.0,26.88,2.6,44.98,34.41,1.28,33.58,0.24,1.0
7.64,136.88,105.18,2.06,23.8,79.05,0.49,40.91,0.59,1.0
7.23,192.07,440.69,0.98,19.72,251.08,3.25,24.32,0.78,1.0
8.08,10.0,38.53,1.88,31.71,44.95,0.04,28.89,0.93,1.0
7.71,10.0,10.0,2.39,,25.25,0.52,36.5,0.86,1.0
7.59,46.42,174.0,2.78,92.1,129.7,1.25,44.95,0.9,1.0
8.23,253.83,446.39,0.41,,297.61,0.56,7.36,0.55,1.0
8.54,113.16,260.62,2.3,56.77,173.8,0.3,30.53,0.26,1.0
6.4,124.88,207.08,0.53,16.1,155.25,0.53,3.15,0.55,1.0
6.56,186.68,308.87,2.27,129.34,239.24,2.13,30.17,0.91,1.0
6.78,10.0,10.0,0.85,50.91,5.0,0.79,24.97,0.22,1.0
6.2,220.84,398.94,0.56,,280.87,0.41,,0.18,1.0
7.35,214.47,376.69,3.81,71.87,243.12,1.11,52.19,0.21,1.0
7.88,171.38,218.14,0.62,6.3,139.2,0.95,6.01,0.4,1.0
7.38,293.29,501.18,1.36,89.4,295.04,0.82,18.17,0.03,1.0
6.97,85.94,74.5,1.98,74.71,42.73,0.5,32.66,0.75,1.0
8.3,344.64,525.58,,108.9,321.68,0.07,,0.07,1.0
7.51,227.12,330.9,2.79,57.48,205.81,0.97,52.03,0.07,1.0
7.67,209.01,232.69,1.3,82.77,129.28,0.54,28.36,16.11,
8.32,121.65,296.03,0.98,51.71,183.44,0.56,21.44,14.67,
7.3,143.47,278.55,2.92,26.41,172.93,0.27,41.79,0.17,1.0
9.05,414.6,544.06,0.66,92.63,355.57,0.29,2.58,0.23,
7.04,37.93,84.66,2.45,0.78,22.74,1.55,33.46,1.34,1.0
9.0,10.0,147.5,2.02,48.55,66.96,0.65,30.96,0.94,1.0
6.62,294.21,507.26,2.06,27.26,336.96,0.12,37.52,0.96,1.0
7.81,115.28,180.89,1.94,83.68,101.63,0.05,28.34,0.43,1.0
6.89,157.21,480.11,2.13,12.13,333.56,0.25,35.53,1.01,1.0
8.3,450.63,639.89,,33.65,420.43,0.67,,0.75,1.0
7.02,96.1,219.64,1.13,51.76,154.9,0.96,19.75,1.53,1.0
7.63,278.19,436.27,1.09,109.51,311.79,0.16,13.81,0.03,1.0
6.88,30.26,69.26,3.11,28.7,38.83,0.57,49.29,0.01,1.0
8.15,206.15,450.95,2.16,33.96,281.63,0.08,14.71,11.25,
6.88,150.41,339.88,2.01,,238.36,0.04,35.04,1.32,1.0
3.75,190.01,394.61,3.86,10.68,266.69,1.99,63.23,0.47,
6.6,156.81,170.89,,66.52,107.33,1.07,5.29,9.38,
6.32,10.0,10.0,3.41,51.28,34.33,1.52,41.34,0.36,1.0
8.16,214.3,400.65,2.01,51.92,256.18,0.2,23.08,0.88,1.0
6.93,10.0,10.0,1.24,119.65,7.16,0.39,9.99,1.32,1.0
7.39,201.73,236.53,1.47,,154.17,0.59,25.29,0.65,1.0
7.14,366.15,488.24,1.5,142.71,298.66,1.07,29.11,0.71,1.0
6.35,262.26,338.38,3.5,97.13,221.5,0.77,45.54,0.19,1.0
7.34,438.42,689.67,2.24,36.97,476.22,0.8,46.74,0.31,
8.41,317.5,505.02,2.69,65.65,337.16,0.17,53.32,1.08,1.0
8.2,40.74,169.22,1.26,22.69,110.61,0.64,20.25,0.77,1.0
7.59,170.99,305.46,2.11,62.77,195.32,1.74,35.38,0.58,1.0
8.29,140.12,290.53,2.91,135.99,195.46,0.71,26.84,0.03,1.0
6.55,10.0,10.0,3.13,24.15,21.5,0.22,41.6,15.09,
7.14,120.0,111.92,0.66,40.72,84.93,0.53,,0.07,1.0
7.72,77.92,187.85,2.81,19.73,115.46,1.41,33.03,0.44,1.0
7.3,65.8,10.0,1.85,26.16,13.0,0.15,32.96,0.38,1.0
7.2,229.79,309.5,2.37,33.89,210.77,0.87,43.04,1.43,1.0
6.44,177.95,250.19,1.47,6.2,142.48,3.36,30.06,0.59,1.0
5.73,36.64,10.0,3.53,39.46,9.86,0.48,55.3,0.17,
8.05,197.74,380.84,2.26,52.17,204.32,0.04,39.14,0.09,1.0
7.59,358.8,443.17,1.41,33.87,297.71,1.0,5.29,0.95,1.0
4.08,209.4,345.41,1.51,,237.72,0.05,9.77,0.31,
7.05,156.21,235.19,2.86,43.83,167.82,0.21,40.8,0.53,1.0
6.83,218.52,418.29,2.72,48.11,263.99,0.05,46.8,0.42,1.0
7.41,215.07,436.04,2.08,125.9,289.61,0.19,26.74,17.1,
8.08,240.75,361.48,1.61,51.07,263.44,1.93,10.59,0.03,1.0
7.21,91.92,135.08,2.96,87.42,116.08,1.33,37.41,0.24,1.0
8.04,173.72,355.32,1.47,32.97,230.37,0.42,12.77,0.22,1.0
6.59,251.54,539.1,1.42,101.93,353.2,2.27,4.11,0.56,1.0
7.27,44.91,180.67,4.53,12.22,139.66,1.09,90.14,0.5,
7.34,491.56,719.59,2.38,70.2,437.72,0.59,48.01,1.74,1.0
8.38,86.26,194.87,1.92,83.61,120.21,0.07,9.01,0.98,1.0
7.57,166.94,306.48,1.56,77.74,225.92,1.31,4.11,0.34,1.0
8.8,171.82,165.5,1.79,136.57,127.08,0.47,18.79,0.35,1.0
6.32,150.68,344.65,3.25,26.63,231.41,0.36,33.82,0.56,1.0
7.5,10.0,10.0,2.83,106.55,5.0,0.34,66.25,0.06,1.0
7.54,76.04,190.79,1.35,96.23,123.02,0.01,12.24,4.56,1.0
7.9,129.85,81.58,1.67,51.98,41.23,1.36,28.66,0.37,1.0
6.75,295.91,327.07,0.68,123.57,219.21,0.16,5.21,1.2,1.0
8.75,336.91,498.89,2.26,44.14,308.09,0.74,22.28,1.71,1.0
7.41,296.69,429.2,,50.89,258.47,0.02,10.47,0.44,
6.53,10.0,10.0,0.46,49.78,5.0,0.99,13.43,0.05,1.0
7.39,522.41,708.41,2.09,,484.91,0.46,30.79,0.43,1.0
7.15,228.82,359.06,,80.46,225.39,1.0,23.82,0.46,1.0
9.63,129.48,144.7,4.28,74.22,97.2,0.09,66.61,0.78,
8.24,193.58,331.43,1.11,45.81,215.38,0.31,12.14,0.02,1.0
7.44,187.74,335.24,2.48,120.5,196.56,0.12,56.41,0.31,1.0
5.4,183.13,166.63,3.27,32.51,83.13,1.04,53.06,1.28,
8.16,230.74,339.58,2.27,,200.62,0.11,50.31,5.67,
8.2,179.67,178.51,1.99,126.09,101.57,0.96,29.53,0.11,1.0
5.07,144.24,219.13,1.43,90.44,149.77,0.14,,10.7,1.0
7.91,55.23,162.74,0.68,75.04,89.87,2.87,,0.08,1.0
7.42,10.0,13.47,1.52,36.42,43.68,0.54,33.69,0.92,1.0
6.35,202.65,329.17,2.1,63.68,234.5,0.14,25.65,0.16,1.0
8.1,218.91,417.06,1.97,,287.26,0.04,32.14,1.6,1.0
9.2,186.41,402.98,1.05,40.99,259.54,0.4,27.01,0.59,
7.85,338.46,463.99,3.06,13.85,331.88,2.22,47.75,0.25,1.0
8.28,191.68,364.87,0.57,60.48,232.8,0.16,,0.16,1.0
8.84,122.98,193.45,2.59,86.94,125.12,1.56,38.81,0.13,1.0
6.74,295.57,467.93,2.85,8.09,307.56,0.54,43.83,0.57,1.0
5.91,10.0,28.5,2.24,79.0,32.56,1.62,29.49,1.13,
7.93,144.46,119.87,3.66,57.99,90.65,2.07,41.11,0.7,1.0
7.2,10.0,107.16,2.41,77.35,60.15,6.13,32.53,10.26,
6.3,322.69,516.01,3.38,40.31,324.75,0.07,49.75,0.76,1.0
7.34,305.44,488.56,,78.16,330.36,1.59,,1.94,1.0
7.98,235.76,397.46,2.94,22.17,272.65,0.07,34.89,0.71,1.0
3.08,243.79,514.39,2.59,,326.48,0.38,31.62,0.12,
6.77,118.03,124.14,2.53,,48.95,1.04,19.42,13.39,
7.22,259.01,369.72,2.62,29.89,236.17,0.59,40.54,0.19,1.0
7.38,131.2,274.97,1.52,,191.2,0.83,25.15,2.74,
5.86,317.0,469.38,2.76,112.01,341.2,3.39,35.94,0.24,
7.29,184.92,276.96,3.78,46.69,156.06,1.71,43.03,0.17,1.0
4.48,69.78,223.01,0.12,86.77,136.43,0.45,5.9,0.14,
7.93,202.21,408.18,3.19,81.48,257.53,0.92,53.31,6.71,1.0
6.15,342.05,475.23,1.87,50.26,336.02,0.05,29.05,0.06,1.0
8.21,115.27,166.33,1.34,191.46,107.42,0.6,20.52,1.53,1.0
7.07,144.46,287.78,0.79,167.11,168.91,0.94,17.78,0.17,
6.97,10.06,88.31,2.38,105.68,68.58,1.25,34.74,19.0,
7.64,10.0,10.0,3.58,13.79,5.0,2.32,44.56,0.02,1.0
6.71,181.83,340.09,1.61,107.32,196.57,0.33,23.46,0.14,1.0
7.62,210.77,421.78,2.67,,256.3,2.32,36.08,0.27,1.0
6.81,124.36,352.41,1.99,105.87,263.75,1.08,29.14,0.23,1.0
6.95,63.0,10.0,0.36,,14.18,0.08,14.19,0.16,1.0
7.72,186.43,229.83,1.82,37.24,151.54,0.48,15.29,0.02,1.0
6.49,10.0,10.0,1.34,98.36,5.0,0.65,21.8,0.18,1.0
6.39,351.18,573.94,0.99,65.41,378.9,0.43,2.27,0.75,1.0
7.6,10.0,82.79,1.57,,59.42,0.12,14.36,0.29,1.0
7.38,317.57,551.08,1.68,56.81,364.05,0.8,40.96,0.17,1.0
7.53,276.27,489.17,3.01,65.42,320.26,0.14,49.67,0.18,1.0
7.66,50.54,119.88,2.02,58.19,95.3,2.47,31.96,13.23,
7.45,144.21,73.44,0.6,33.71,48.2,2.0,,18.86,
7.89,200.03,370.07,3.21,84.2,220.99,0.64,45.74,0.5,1.0
7.48,38.27,131.14,2.39,95.8,72.99,0.07,15.05,17.25,
5.79,154.17,320.5,2.28,43.83,168.74,0.8,34.59,0.02,
6.0,174.25,203.43,2.87,110.79,172.77,0.9,30.63,0.09,1.0
8.94,10.0,10.0,1.98,43.75,23.76,2.19,35.25,0.1,1.0
7.4,10.0,10.0,1.46,30.41,5.0,0.07,23.57,0.3,1.0
8.16,279.54,345.34,2.35,104.28,218.83,1.18,23.04,0.02,1.0
7.12,124.81,187.69,2.62,102.82,109.26,0.83,43.16,0.32,1.0
7.35,123.23,189.38,2.38,25.2,153.95,0.19,56.66,1.32,1.0
7.04,370.11,439.17,2.81,19.39,257.06,0.13,40.14,0.01,1.0
9.37,333.13,534.69,2.1,120.58,349.84,1.18,40.31,0.23,
7.6,111.89,245.49,1.0,45.89,157.4,0.42,,0.72,
6.97,125.02,231.88,1.37,50.13,167.26,9.72,25.24,0.08,
6.08,183.25,400.03,3.37,39.91,257.94,2.24,44.9,0.04,1.0
8.98,79.96,28.61,2.03,102.86,5.0,0.83,27.8,0.5,1.0
7.27,235.51,344.63,0.87,135.77,218.99,1.03,19.04,7.87,
8.0,302.45,410.38,0.78,52.8,247.3,0.17,9.24,0.81,1.0
8.08,322.28,436.05,0.66,146.71,285.02,2.24,,0.03,1.0
7.03,10.0,10.0,2.82,27.82,35.18,0.61,57.63,0.37,1.0
